condition,initial_condition_scenario,initial_fraction,bootstrap_id,sampled_replicates,D,alpha,beta,train_sse
ampicillin,assumed_0.1pct,0.001,193,6;1;5;2;5;1,-4.63500475408987,1.0018648936304913e-08,1.4668422693008853,42.70686798741321
ampicillin,assumed_0.1pct,0.001,194,5;5;4;5;4;5,-4.313145007819558,1.568158800209105e-08,1.3587856480071048,62.8708309866529
ampicillin,assumed_0.1pct,0.001,195,3;2;2;6;5;5,-4.609586540605342,3.1770811083173814e-08,1.419392702090846,46.23953174234052
ampicillin,assumed_0.1pct,0.001,196,3;4;5;3;5;6,-4.836223146512121,1.8192416097027818e-08,1.3703052810512317,73.31753368758162
ampicillin,assumed_0.1pct,0.001,197,5;5;6;1;5;2,-4.594286367423262,4.3489843381165587e-07,1.4324907971371263,41.776498452730245
ampicillin,assumed_0.1pct,0.001,198,2;3;5;1;1;2,-4.780045287153767,1.0014510345048023e-08,1.5604031264556868,38.21595633293216
ampicillin,assumed_0.1pct,0.001,199,3;6;5;3;4;3,-5.07304887539484,1.0426855513452711e-08,1.3763961870897339,80.26076347730556
ampicillin,assumed_0.1pct,0.001,200,5;4;4;2;5;6,-4.118402483400328,1.0000733916870045e-08,1.3399494692459866,56.19311591436875
ampicillin,classification_anchor,1.5908037919303823e-05,1,1;6;4;3;5;1,-4.319796704190053,0.00020853615859477105,0.9283271377684976,61.75499155015355
ampicillin,classification_anchor,1.5908037919303823e-05,2,2;6;4;5;2;6,-3.780279005300237,6.786572502462568e-05,0.7420338203510631,37.51287836486911
ampicillin,classification_anchor,1.5908037919303823e-05,3,4;5;6;1;5;2,-4.061250957668792,0.0002183768164186394,0.9342553919269138,48.97875240231497
ampicillin,classification_anchor,1.5908037919303823e-05,4,3;3;3;4;2;1,-4.518239756941612,6.15984518419295e-05,0.7368686300379664,64.41108405459751
ampicillin,classification_anchor,1.5908037919303823e-05,5,2;5;1;1;2;5,-4.446862337438098,0.000653741130634974,1.2005830168411442,30.316816283264192
ampicillin,classification_anchor,1.5908037919303823e-05,6,1;3;2;1;2;6,-4.454059993230485,0.0005453962588434334,1.1353483213006654,43.24051877140207
ampicillin,classification_anchor,1.5908037919303823e-05,7,5;2;3;4;1;3,-4.423559248835372,0.00015515549336225556,0.8780281752629103,60.91096862421303
ampicillin,classification_anchor,1.5908037919303823e-05,8,6;4;3;2;4;1,-3.95474373204148,1.0000000005634515e-08,0.5650983951588789,58.65202040221723
ampicillin,classification_anchor,1.5908037919303823e-05,9,4;2;2;2;5;3,-4.024773377356813,3.649906215169318e-05,0.6819511423867198,45.30146423064711
ampicillin,classification_anchor,1.5908037919303823e-05,10,5;5;2;5;2;5,-4.411033182729562,0.0014754477959246243,1.3020746713280291,33.26802046178136
ampicillin,classification_anchor,1.5908037919303823e-05,11,2;6;5;1;4;2,-3.9540658623858196,6.980813598238371e-05,0.7701960936506485,42.53988556555022
ampicillin,classification_anchor,1.5908037919303823e-05,12,6;1;3;6;1;2,-4.443132443612523,0.0006562012367537512,1.1317905688787777,51.97366961695113
ampicillin,classification_anchor,1.5908037919303823e-05,13,1;2;1;2;5;2,-4.366280280423337,0.000612210884890749,1.202712753632894,26.943771971651806
ampicillin,classification_anchor,1.5908037919303823e-05,14,1;4;6;2;1;3,-4.19810882959575,6.926396446070454e-05,0.7702647209901096,57.08789465066445
ampicillin,classification_anchor,1.5908037919303823e-05,15,4;5;3;1;5;3,-4.548145275212601,0.00029605762796895365,0.9868392595746283,63.890846003994525
ampicillin,classification_anchor,1.5908037919303823e-05,16,2;1;1;4;6;3,-4.198173484059809,6.943142543316457e-05,0.7705917954854495,57.087897389770745
ampicillin,classification_anchor,1.5908037919303823e-05,17,2;2;6;3;5;4,-4.0027990503287905,9.578356312542443e-05,0.7766824846882657,51.882646212586536
ampicillin,classification_anchor,1.5908037919303823e-05,18,6;3;6;3;2;3,-4.767218368428726,0.0013290301203871641,1.1992475072089561,66.14472265416126
ampicillin,classification_anchor,1.5908037919303823e-05,19,5;2;2;5;3;6,-4.432032833165044,0.0012614947890005395,1.2431273377601926,45.4961209183527
ampicillin,classification_anchor,1.5908037919303823e-05,20,5;2;6;1;4;3,-4.174069182504619,0.00016758712552759152,0.8760219409354343,58.35623958130261
ampicillin,classification_anchor,1.5908037919303823e-05,21,6;6;2;3;5;2,-4.303254949293176,0.0011273959982632548,1.1947094077991511,47.64394102920317
ampicillin,classification_anchor,1.5908037919303823e-05,22,6;2;4;6;2;3,-3.8698075949981696,2.145838394690294e-05,0.6159473630217042,49.70250105777645
ampicillin,classification_anchor,1.5908037919303823e-05,23,4;3;5;6;2;1,-4.174069182504619,0.00016758712552759152,0.8760219409354343,58.3562395813026
ampicillin,classification_anchor,1.5908037919303823e-05,24,1;3;6;3;3;4,-4.527450819986433,0.00018267649154955136,0.859725735136347,74.61365235831097
ampicillin,classification_anchor,1.5908037919303823e-05,25,2;5;6;3;6;6,-4.3737086827476706,0.0018938587967470245,1.2670031978994845,52.333443548256824
ampicillin,classification_anchor,1.5908037919303823e-05,26,3;2;3;1;2;5,-4.6848942121337105,0.0007553223028766287,1.2269360379387044,43.068832298772264
ampicillin,classification_anchor,1.5908037919303823e-05,27,1;3;1;3;5;1,-4.911272900321037,0.0005867628866096843,1.2147428009124708,33.537929818945
ampicillin,classification_anchor,1.5908037919303823e-05,28,4;4;6;5;2;3,-3.869160350540802,1.0076417112244931e-08,0.5649473252682816,57.79800304356194
ampicillin,classification_anchor,1.5908037919303823e-05,29,4;1;5;3;5;6,-4.313175134177876,0.0003936594491761393,1.0173524590908136,63.11567308528864
ampicillin,classification_anchor,1.5908037919303823e-05,30,2;2;2;2;1;1,-4.300085502153986,0.0006588727636761887,1.2382975178086981,23.05041480452031
ampicillin,classification_anchor,1.5908037919303823e-05,31,2;5;1;5;1;5,-4.535410298601802,0.0007220995464040056,1.2063778371005407,33.16268447451302
ampicillin,classification_anchor,1.5908037919303823e-05,32,4;3;6;6;4;1,-3.90634855688344,1.0905255897023061e-08,0.5676752656656332,65.27437912807864
ampicillin,classification_anchor,1.5908037919303823e-05,33,3;4;4;6;2;2,-3.8433516594150205,1.000010792752466e-08,0.5299898416230274,48.18587076583606
ampicillin,classification_anchor,1.5908037919303823e-05,34,6;6;4;3;5;3,-4.329532959914289,0.000589424168788607,1.0319577523733776,73.17506599272387
ampicillin,classification_anchor,1.5908037919303823e-05,35,5;1;5;6;4;2,-4.0606612601236005,0.00021716881076202328,0.9333141220746289,48.97876523116
ampicillin,classification_anchor,1.5908037919303823e-05,36,3;2;6;4;3;3,-4.3590681835007645,0.00010743635558174408,0.7449784680814772,72.84474984509711
ampicillin,classification_anchor,1.5908037919303823e-05,37,3;6;2;5;2;6,-4.303186509303819,0.0011273432679405118,1.1947360991945386,47.643940619389355
ampicillin,classification_anchor,1.5908037919303823e-05,38,6;5;3;5;6;5,-4.852677876109516,0.004458953204780276,1.4278959813431933,53.35833875887091
ampicillin,classification_anchor,1.5908037919303823e-05,39,4;4;1;4;5;2,-3.841353275741325,1.0000011265625379e-08,0.5756264607690323,47.62026042584341
ampicillin,classification_anchor,1.5908037919303823e-05,40,6;6;5;3;2;1,-4.443584913252887,0.0010351795014378578,1.196527824651966,52.507704179564
ampicillin,classification_anchor,1.5908037919303823e-05,41,1;2;6;1;2;4,-4.007124102005177,1.8928070529555556e-05,0.6692320916179667,42.91238780484368
ampicillin,classification_anchor,1.5908037919303823e-05,42,1;1;2;2;1;1,-4.5358619167087975,0.0005735844572541895,1.2383973682289056,21.72070847587285
ampicillin,classification_anchor,1.5908037919303823e-05,43,1;1;4;3;3;2,-4.439912841751899,7.383777513337263e-05,0.7956900424616055,57.13611034897384
ampicillin,classification_anchor,1.5908037919303823e-05,44,1;5;1;4;5;5,-4.328277013360323,0.00028989444269716773,1.0127676548627433,50.12615280954904
ampicillin,classification_anchor,1.5908037919303823e-05,45,5;4;2;5;1;5,-4.1891867092705475,0.0002884171317347831,0.9989444471669202,47.282275001755366
ampicillin,classification_anchor,1.5908037919303823e-05,46,3;2;4;1;2;6,-4.042199208574967,1.8269408454653385e-05,0.6373968154985737,52.11386740208119
ampicillin,classification_anchor,1.5908037919303823e-05,47,3;5;5;5;4;4,-4.041197287353893,7.037622118850658e-05,0.7655581943733697,66.90146490304049
ampicillin,classification_anchor,1.5908037919303823e-05,48,1;2;3;6;1;2,-4.453879264625714,0.0005463609001014751,1.1359155712535751,43.240516241340686
ampicillin,classification_anchor,1.5908037919303823e-05,49,3;6;4;2;6;2,-3.8698823884134277,2.156273470256069e-05,0.6162052731988433,49.70250189756899
ampicillin,classification_anchor,1.5908037919303823e-05,50,5;6;3;1;3;4,-4.426289128327136,0.0002948671056029194,0.9550446698161553,69.90497386577844
ampicillin,classification_anchor,1.5908037919303823e-05,51,2;2;2;2;5;2,-4.049478792730579,0.00047473506204969573,1.1115613008983647,19.706153909593848
ampicillin,classification_anchor,1.5908037919303823e-05,52,3;5;5;5;1;1,-4.762252028833148,0.0007204348687450297,1.202199577700911,38.77522722140035
ampicillin,classification_anchor,1.5908037919303823e-05,53,4;2;4;3;2;3,-4.04566495868767,1.0000012674110955e-08,0.516969610141619,59.43062508691946
ampicillin,classification_anchor,1.5908037919303823e-05,54,4;5;5;5;1;2,-4.188898693121368,0.00028783429819584795,0.9986915023597822,47.28227937108358
ampicillin,classification_anchor,1.5908037919303823e-05,55,5;1;5;6;6;6,-4.360115095926856,0.0017722534844121962,1.2803611106984312,48.772030974922515
ampicillin,classification_anchor,1.5908037919303823e-05,56,2;6;5;4;5;3,-4.156262059804002,0.0003575387136051977,0.9844575325914884,58.13791597919201
ampicillin,classification_anchor,1.5908037919303823e-05,57,5;6;6;3;3;6,-4.783283712856147,0.003030954630513913,1.3329129229519934,64.50006823501316
ampicillin,classification_anchor,1.5908037919303823e-05,58,1;3;5;6;5;2,-4.553834804644973,0.0010255726583342283,1.2217325775359809,47.998657848250936
ampicillin,classification_anchor,1.5908037919303823e-05,59,5;6;3;5;2;3,-4.778460172372404,0.0018259862067273895,1.3004168073331095,55.050927234452345
ampicillin,classification_anchor,1.5908037919303823e-05,60,2;5;4;6;6;5,-3.886586133514289,0.0002521441103115371,0.9329209797602702,45.55273210673924
ampicillin,classification_anchor,1.5908037919303823e-05,61,1;4;2;6;6;6,-3.8211734666307486,4.8909339315787045e-05,0.7077565075912565,46.09818948465103
ampicillin,classification_anchor,1.5908037919303823e-05,62,5;2;4;2;4;5,-3.805893496801748,1.0000056654472571e-08,0.591407965265369,40.68095217409685
ampicillin,classification_anchor,1.5908037919303823e-05,63,5;1;4;1;5;4,-4.036593312941424,1.7012046698098572e-07,0.6399412321836656,56.52690797609513
ampicillin,classification_anchor,1.5908037919303823e-05,64,4;3;6;3;3;4,-4.143354399907045,1.0001539767385312e-08,0.5286285422617081,82.07800480038304
ampicillin,classification_anchor,1.5908037919303823e-05,65,4;1;2;2;5;6,-3.954015753458831,6.963879135403948e-05,0.7699148792645182,42.53988463525256
ampicillin,classification_anchor,1.5908037919303823e-05,66,4;2;3;3;2;5,-4.267037703969261,0.00010728652581387182,0.7915987588643424,59.112398923246786
ampicillin,classification_anchor,1.5908037919303823e-05,67,1;5;1;4;6;2,-4.104685174933759,0.0001209390514367745,0.8563263973277039,49.1086021643479
ampicillin,classification_anchor,1.5908037919303823e-05,68,6;2;2;4;2;3,-3.90564448534606,1.0000011627781859e-08,0.5428793647663352,43.546976071393516
ampicillin,classification_anchor,1.5908037919303823e-05,69,3;3;4;6;6;1,-4.287390561605778,0.00022954114499522358,0.8886059962773808,73.3763789912872
ampicillin,classification_anchor,1.5908037919303823e-05,70,4;5;3;5;2;4,-3.956288061973419,6.3823634905746e-06,0.6134443265904758,59.78440298373873
ampicillin,classification_anchor,1.5908037919303823e-05,71,6;5;4;2;5;2,-3.891974474746254,0.00014370272363718067,0.8578477040853486,40.546171338222834
ampicillin,classification_anchor,1.5908037919303823e-05,72,4;3;4;1;1;1,-4.215960337878335,1.0001030870805942e-08,0.6293377022032426,60.92906329206698
ampicillin,classification_anchor,1.5908037919303823e-05,73,5;5;1;5;6;2,-4.424218753703246,0.0011940780265108017,1.251717884103051,40.57440572541974
ampicillin,classification_anchor,1.5908037919303823e-05,74,5;1;6;2;2;2,-4.187654007975897,0.0005916133019120137,1.13418630093539,32.55019777905953
ampicillin,classification_anchor,1.5908037919303823e-05,75,4;4;3;1;5;1,-4.147551440874579,1.7851905418692948e-08,0.6239960284158776,63.974843539157426
ampicillin,classification_anchor,1.5908037919303823e-05,76,4;2;4;2;5;5,-3.8058938977752232,1.0002940683671181e-08,0.5914079215084621,40.68095218161368
ampicillin,classification_anchor,1.5908037919303823e-05,77,5;4;2;3;3;6,-4.270937877487203,0.00024807592169950556,0.9016974381407609,66.76402358116002
ampicillin,classification_anchor,1.5908037919303823e-05,78,2;1;5;4;4;3,-4.037458378835709,1.0004945683179923e-08,0.5953461983672192,59.30363170796381
ampicillin,classification_anchor,1.5908037919303823e-05,79,4;1;1;2;2;1,-4.185077092227766,3.775117139814289e-05,0.7537233149517849,39.070343398888696
ampicillin,classification_anchor,1.5908037919303823e-05,80,2;2;1;6;1;2,-4.237332896041495,0.0004419359756673078,1.0995440653610582,32.2706363814534
ampicillin,classification_anchor,1.5908037919303823e-05,81,6;5;3;1;1;3,-4.803392484343958,0.0007787198265180644,1.1910859284250361,51.43291599905999
ampicillin,classification_anchor,1.5908037919303823e-05,82,5;6;5;5;4;4,-3.825700612418394,5.840968947959816e-05,0.7470694859972723,54.52256798915286
ampicillin,classification_anchor,1.5908037919303823e-05,83,1;3;3;5;2;5,-4.790481092030328,0.0008146359017492144,1.2224936399876951,44.48442175655777
ampicillin,classification_anchor,1.5908037919303823e-05,84,1;2;1;5;2;6,-4.329472861464874,0.0006052703947945301,1.1544049822929385,36.3019980336094
ampicillin,classification_anchor,1.5908037919303823e-05,85,1;1;2;2;3;4,-4.2306013777806015,3.1302065417822194e-05,0.7120917915696295,48.21824211962279
ampicillin,classification_anchor,1.5908037919303823e-05,86,4;5;2;3;2;4,-3.920546139994115,1.0000001238092958e-08,0.5611953374132708,51.48328109685204
ampicillin,classification_anchor,1.5908037919303823e-05,87,6;3;3;4;4;5,-4.02458738373609,9.503464259360572e-06,0.5939450884078514,75.57116294803289
ampicillin,classification_anchor,1.5908037919303823e-05,88,4;4;4;5;3;4,-3.80714766699626,1.0000000000017249e-08,0.534704733523078,60.756237993800525
ampicillin,classification_anchor,1.5908037919303823e-05,89,5;2;4;5;5;6,-4.0243753335572245,0.0004116990901412093,1.0274197197138268,47.280701084173735
ampicillin,classification_anchor,1.5908037919303823e-05,90,6;1;4;5;5;5,-4.1918219092745534,0.00046647239541650206,1.0586105639354977,54.35278270663143
ampicillin,classification_anchor,1.5908037919303823e-05,91,3;1;2;2;5;4,-4.195125475950039,9.528665562382842e-05,0.8142514059951461,50.553243402758895
ampicillin,classification_anchor,1.5908037919303823e-05,92,2;3;5;2;1;4,-4.194973660004817,9.497742498638801e-05,0.8138233544063946,50.55324091345768
ampicillin,classification_anchor,1.5908037919303823e-05,93,1;6;1;3;4;3,-4.42126661624983,0.00014334135613467715,0.8586675787930015,67.35821580243105
ampicillin,classification_anchor,1.5908037919303823e-05,94,6;2;1;2;2;1,-4.238435137421394,0.00044577568274441567,1.1013896986172032,32.27049770162211
ampicillin,classification_anchor,1.5908037919303823e-05,95,1;4;6;4;1;4,-3.876901315764901,1.000000306570853e-08,0.5774751017705779,55.26245067501801
ampicillin,classification_anchor,1.5908037919303823e-05,96,4;3;1;3;4;3,-4.32719275034359,1.000007686709843e-08,0.5676044130979715,76.923584551724
ampicillin,classification_anchor,1.5908037919303823e-05,97,1;4;1;4;4;2,-3.918852803266126,1.0000000000822898e-08,0.5771237989993105,48.91170351912532
ampicillin,classification_anchor,1.5908037919303823e-05,98,1;5;4;6;3;1,-4.321214056280412,0.00021146899970383504,0.9303949270117047,61.75489905961615
ampicillin,classification_anchor,1.5908037919303823e-05,99,4;6;4;6;2;3,-3.7978974753764203,1.0000000036790109e-08,0.5392880120504931,53.96599419160502
ampicillin,classification_anchor,1.5908037919303823e-05,100,1;4;6;3;2;4,-3.954742861245091,1.0000000950803766e-08,0.5650990921551619,58.65202040298562
ampicillin,classification_anchor,1.5908037919303823e-05,101,5;3;5;3;4;3,-4.678069614485259,0.00038474290745183886,1.0000556641935532,70.8165528521171
ampicillin,classification_anchor,1.5908037919303823e-05,102,1;2;5;1;5;4,-4.230583952292018,0.00017868771017354404,0.936645352021629,46.023400147796096
ampicillin,classification_anchor,1.5908037919303823e-05,103,5;6;6;4;3;5,-4.208850298540741,0.0007504970923543306,1.094894129932834,63.69733453013762
ampicillin,classification_anchor,1.5908037919303823e-05,104,1;1;3;6;5;1,-4.672642349910721,0.0006320634634751197,1.1717201158394035,44.4494192085041
ampicillin,classification_anchor,1.5908037919303823e-05,105,3;5;2;5;1;4,-4.311043154814944,0.00023102510985896445,0.9522982766953338,55.13758112187038
ampicillin,classification_anchor,1.5908037919303823e-05,106,2;4;3;2;4;4,-3.8335552493520417,1.0000000071579489e-08,0.5065442950515189,46.21755362083888
ampicillin,classification_anchor,1.5908037919303823e-05,107,2;6;4;4;1;5,-3.848944527216753,1.000000019962622e-08,0.5912354847259926,48.527006602423576
ampicillin,classification_anchor,1.5908037919303823e-05,108,3;3;3;2;1;6,-4.82312046850757,0.0007848961530654199,1.1789951537076053,56.98646662799875
ampicillin,classification_anchor,1.5908037919303823e-05,109,4;2;6;6;1;3,-4.02739666147386,7.331989287832016e-05,0.7443548156307946,59.07629161922891
ampicillin,classification_anchor,1.5908037919303823e-05,110,5;3;4;2;1;1,-4.340572034255906,0.00013382740194501491,0.8852498841841362,52.576311876265166
ampicillin,classification_anchor,1.5908037919303823e-05,111,5;4;5;3;5;1,-4.428687327643829,0.00038816652082530477,1.038781120259123,58.778542124716274
ampicillin,classification_anchor,1.5908037919303823e-05,112,5;1;1;1;4;5,-4.3578308973406505,0.00018881140692294672,0.9596543795322509,47.33763721280252
ampicillin,classification_anchor,1.5908037919303823e-05,113,4;2;6;1;5;4,-3.8489541604313264,1.0000019691427342e-08,0.5912333014429013,48.52700661217711
ampicillin,classification_anchor,1.5908037919303823e-05,114,4;4;6;3;3;6,-3.9311571536878973,1.0001197808146764e-08,0.5384951033454639,73.80105051110395
ampicillin,classification_anchor,1.5908037919303823e-05,115,1;1;5;4;3;1,-4.4651015032549655,0.00015154831109278334,0.9240112593710054,52.073518300398455
ampicillin,classification_anchor,1.5908037919303823e-05,116,3;4;5;3;5;2,-4.411654856754594,0.0003011709308190233,0.9645986872166912,63.464418113967184
ampicillin,classification_anchor,1.5908037919303823e-05,117,6;5;1;6;6;2,-4.19955199948283,0.0010875214763525585,1.196523373127657,44.46240285904154
ampicillin,classification_anchor,1.5908037919303823e-05,118,5;3;5;6;4;4,-3.928656019275597,3.906554039032721e-05,0.6903447204535877,66.26250406173929
ampicillin,classification_anchor,1.5908037919303823e-05,119,2;2;5;4;4;6,-3.736511176618464,1.0000000103038948e-08,0.5645499724149765,36.61682209024937
ampicillin,classification_anchor,1.5908037919303823e-05,120,4;6;1;3;6;6,-4.0389612615274135,0.0001888869085571657,0.8631404925612024,65.27725846100334
ampicillin,classification_anchor,1.5908037919303823e-05,121,1;4;6;2;4;6,-3.782386939136367,1.0000002467604649e-08,0.5673965574863403,45.14769519579775
ampicillin,classification_anchor,1.5908037919303823e-05,122,3;1;3;5;4;3,-4.661541608349871,0.00020378980949641823,0.9189524597540206,66.97941009157101
ampicillin,classification_anchor,1.5908037919303823e-05,123,3;1;5;3;6;5,-4.84500757028079,0.0012350794749809342,1.2478308868838062,54.70650302236189
ampicillin,classification_anchor,1.5908037919303823e-05,124,5;3;4;1;4;2,-4.0374534072261135,1.0000003111019038e-08,0.595350294527507,59.30363164915422
ampicillin,classification_anchor,1.5908037919303823e-05,125,5;1;3;2;2;6,-4.427465679175201,0.0007447608052369815,1.1687298488273785,45.15209416868437
ampicillin,classification_anchor,1.5908037919303823e-05,126,5;6;5;1;4;5,-4.190756832421188,0.0004647542300116284,1.0581866124815476,54.35277717706082
ampicillin,classification_anchor,1.5908037919303823e-05,127,5;2;6;3;4;5,-4.157199834673433,0.00036040576138615085,0.9857394819778461,58.13796802217208
ampicillin,classification_anchor,1.5908037919303823e-05,128,3;3;5;2;3;1,-4.953344237617758,0.0008889578075881685,1.2673104967498763,45.563035641657635
ampicillin,classification_anchor,1.5908037919303823e-05,129,5;4;5;6;4;4,-3.717413001244378,1.0000000000063043e-08,0.5767956907145523,49.99534914295659
ampicillin,classification_anchor,1.5908037919303823e-05,130,6;3;3;1;3;5,-4.995518322345506,0.0011207733316231413,1.2363136606261966,57.334711241126165
ampicillin,classification_anchor,1.5908037919303823e-05,131,6;5;5;3;2;3,-4.778942988349154,0.0018298219708160976,1.3008269046372656,55.0509274131752
ampicillin,classification_anchor,1.5908037919303823e-05,132,3;5;3;3;2;6,-4.9260886033807285,0.0015681925471103713,1.2741718943724318,59.80956866916892
ampicillin,classification_anchor,1.5908037919303823e-05,133,3;5;4;2;2;5,-4.15391746231003,0.0001953024333822874,0.9043692173213088,51.52473288371185
ampicillin,classification_anchor,1.5908037919303823e-05,134,3;1;5;6;4;3,-4.426239183288784,0.0002947780229054628,0.954998583587448,69.90497371667598
ampicillin,classification_anchor,1.5908037919303823e-05,135,6;1;2;5;3;6,-4.443357762860656,0.0010341041244495317,1.1963334162771033,52.50770389110114
ampicillin,classification_anchor,1.5908037919303823e-05,136,1;6;3;3;3;1,-4.948990722390657,0.0007581408840047607,1.1989173885066011,52.91997234692971
ampicillin,classification_anchor,1.5908037919303823e-05,137,6;1;1;1;1;6,-4.471359693617471,0.0005347459248713746,1.1296829765513674,44.56807030436751
ampicillin,classification_anchor,1.5908037919303823e-05,138,5;4;6;6;1;3,-4.184105763835417,0.0003221236758416774,0.963902338705427,65.22818753644056
ampicillin,classification_anchor,1.5908037919303823e-05,139,1;3;5;1;1;4,-4.465041377829707,0.00015155901547437415,0.9240792873435902,52.07351875357311
ampicillin,classification_anchor,1.5908037919303823e-05,140,2;6;3;2;2;6,-4.1190707867187975,0.0004626144260793663,1.0239040857726718,42.76779266031394
ampicillin,classification_anchor,1.5908037919303823e-05,141,2;6;5;6;1;5,-4.316249037023114,0.0012026758855842431,1.2327428302822427,43.43131751619706
ampicillin,classification_anchor,1.5908037919303823e-05,142,2;1;3;2;1;6,-4.453975061997747,0.0005456040910439374,1.1355544507158912,43.24051196211143
ampicillin,classification_anchor,1.5908037919303823e-05,143,1;3;5;1;4;4,-4.147626689643787,1.3065503992723967e-08,0.6240016738002573,63.974809552257675
ampicillin,classification_anchor,1.5908037919303823e-05,144,6;4;5;6;3;2,-4.0060638633818435,0.00021577231035122365,0.884095235468329,57.707551891988906
ampicillin,classification_anchor,1.5908037919303823e-05,145,2;1;3;1;3;6,-4.684694038288727,0.0006313636906323108,1.1621457729568117,50.18750076606128
ampicillin,classification_anchor,1.5908037919303823e-05,146,2;4;4;4;6;5,-3.695046589007164,1.0000000738977494e-08,0.5514545984843028,39.91403509216596
ampicillin,classification_anchor,1.5908037919303823e-05,147,5;6;2;1;6;6,-4.199656545216311,0.0010882830546840513,1.1966513788997712,44.46240212373612
ampicillin,classification_anchor,1.5908037919303823e-05,148,5;3;2;2;4;3,-4.267331275166019,0.00010755896206354203,0.7919369243827484,59.11239805059449
ampicillin,classification_anchor,1.5908037919303823e-05,149,1;2;3;4;3;4,-4.159350330901828,1.010446158645744e-08,0.5646801760935612,66.06056920666487
ampicillin,classification_anchor,1.5908037919303823e-05,150,1;3;1;2;3;2,-4.731363070544056,0.0008436487288903129,1.3050539433288944,37.71325244667308
ampicillin,classification_anchor,1.5908037919303823e-05,151,6;1;3;1;5;2,-4.555714957966233,0.0006893592626347442,1.1722929372414788,45.917497961453634
ampicillin,classification_anchor,1.5908037919303823e-05,152,4;5;4;4;4;5,-3.715022076527941,1.0000000027323405e-08,0.5614429818329219,48.63837405763068
ampicillin,classification_anchor,1.5908037919303823e-05,153,3;5;4;2;4;6,-3.869174591446931,1.4225527352783906e-08,0.5649663068080766,57.79802091111813
ampicillin,classification_anchor,1.5908037919303823e-05,154,5;1;4;1;3;5,-4.443728842008354,0.00023618479427814254,0.9747911619560048,55.98520354878438
ampicillin,classification_anchor,1.5908037919303823e-05,155,2;5;1;1;4;1,-4.275117813266632,0.00012076660236903082,0.8931784587711403,43.55129546638679
ampicillin,classification_anchor,1.5908037919303823e-05,156,3;5;5;6;3;5,-6.06694405265532,0.013828834929368372,1.6248551956934931,54.952884827135705
ampicillin,classification_anchor,1.5908037919303823e-05,157,5;2;3;1;3;4,-4.423612443059917,0.00015522123014951632,0.8780855371392754,60.91096854177071
ampicillin,classification_anchor,1.5908037919303823e-05,158,5;3;2;4;6;3,-4.270929808954472,0.00024802959165066854,0.9016805013684744,66.7640235484313
ampicillin,classification_anchor,1.5908037919303823e-05,159,2;6;3;4;2;4,-3.8433532457720783,1.0000029069371045e-08,0.5299868223302845,48.185870765870426
ampicillin,classification_anchor,1.5908037919303823e-05,160,2;5;6;6;6;4,-3.7650890099475847,0.0001246974698748797,0.8147693949750974,41.99917646454022
ampicillin,classification_anchor,1.5908037919303823e-05,161,3;1;3;4;5;6,-4.426117026381833,0.0002945524269694998,0.9548804285424785,69.90497394723923
ampicillin,classification_anchor,1.5908037919303823e-05,162,5;6;5;6;4;6,-3.9250189981657,0.0005466243591001127,1.049300043227898,49.9124607711335
ampicillin,classification_anchor,1.5908037919303823e-05,163,5;2;1;3;6;2,-4.428078550214118,0.0007472273466044743,1.1692005250423336,45.15210661322617
ampicillin,classification_anchor,1.5908037919303823e-05,164,6;3;5;2;1;4,-4.174069182504619,0.00016758712552759152,0.8760219409354343,58.3562395813026
ampicillin,classification_anchor,1.5908037919303823e-05,165,6;4;3;4;3;1,-4.096939231354123,1.0000535573402122e-08,0.5662883586462969,74.43694128258224
ampicillin,classification_anchor,1.5908037919303823e-05,166,5;1;1;4;4;5,-4.036510117878571,8.768273161480728e-08,0.6396665394354153,56.526890428247356
ampicillin,classification_anchor,1.5908037919303823e-05,167,6;5;2;5;1;2,-4.302758625010326,0.0008812801011769712,1.2037287112367572,36.909950643873316
ampicillin,classification_anchor,1.5908037919303823e-05,168,4;4;1;4;5;3,-3.9681658518442453,1.0000000007086758e-08,0.5782177531860723,66.19675002515109
ampicillin,classification_anchor,1.5908037919303823e-05,169,2;6;4;5;1;5,-4.062029691727579,0.00021963853997109244,0.934999207738792,48.978772655496094
ampicillin,classification_anchor,1.5908037919303823e-05,170,5;4;4;2;5;5,-3.853748848548068,2.7584032544807095e-05,0.6920455029774736,48.98443365352219
ampicillin,classification_anchor,1.5908037919303823e-05,171,1;4;6;3;3;5,-4.426126030122511,0.0002945666514655067,0.9548882021209845,69.9049739052572
ampicillin,classification_anchor,1.5908037919303823e-05,172,4;5;2;3;6;4,-3.869178537891633,1.051572277896768e-08,0.5649485656393838,57.79800492413574
ampicillin,classification_anchor,1.5908037919303823e-05,173,5;5;3;1;2;6,-4.5538104330948,0.0010255280134660845,1.2217077504906104,47.99865807395099
ampicillin,classification_anchor,1.5908037919303823e-05,174,4;3;5;2;2;1,-4.194956996150858,9.497830846651306e-05,0.8138275863858981,50.5532408873965
ampicillin,classification_anchor,1.5908037919303823e-05,175,2;6;1;4;1;3,-4.198202281709404,6.93770324129532e-05,0.7704289563874909,57.08789506722115
ampicillin,classification_anchor,1.5908037919303823e-05,176,2;5;4;1;3;1,-4.340596711666109,0.0001338604859966496,0.8852863972142765,52.57631192349969
