condition,initial_condition_scenario,initial_fraction,bootstrap_id,sampled_replicates,D,alpha,beta,train_sse
ciprofloxacin,assumed_0.1pct,0.001,199,2;3;1,-4.525388255706523,1.000000023831783e-08,0.5441103775776698,14.151400910889825
ciprofloxacin,assumed_0.1pct,0.001,200,3;3;1,-4.284108599810683,1.0000000219532004e-08,0.6120669412629607,14.385707793607565
ciprofloxacin,classification_anchor,0.00016165371753033532,1,3;1;1,-4.5958344637610855,0.0013806530870528401,0.446349706172248,11.950068867389497
ciprofloxacin,classification_anchor,0.00016165371753033532,2,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,3,2;2;3,-4.079724940174913,0.0014335097698936587,0.3827717125001419,11.791949303278615
ciprofloxacin,classification_anchor,0.00016165371753033532,4,3;2;3,-3.8521847810275753,0.0010465129063462009,0.4218601683255074,13.084715742994891
ciprofloxacin,classification_anchor,0.00016165371753033532,5,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,6,1;2;2,-4.586802880828285,0.0015619822503120393,0.34960224855977373,9.13297991275948
ciprofloxacin,classification_anchor,0.00016165371753033532,7,3;2;3,-3.8521847810275753,0.0010465129063462009,0.4218601683255074,13.084715742994891
ciprofloxacin,classification_anchor,0.00016165371753033532,8,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,9,3;2;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032161
ciprofloxacin,classification_anchor,0.00016165371753033532,10,2;1;2,-4.586764777656449,0.0015618484980134543,0.3495934987808697,9.132979923745701
ciprofloxacin,classification_anchor,0.00016165371753033532,11,1;3;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,12,3;3;2,-3.8521739523105945,0.0010464090097968063,0.4218484488472886,13.084715739038144
ciprofloxacin,classification_anchor,0.00016165371753033532,13,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,14,2;2;1,-4.586777646931114,0.0015618881694686524,0.34959663967710697,9.132979918163914
ciprofloxacin,classification_anchor,0.00016165371753033532,15,1;2;2,-4.586802880828285,0.0015619822503120393,0.34960224855977373,9.13297991275948
ciprofloxacin,classification_anchor,0.00016165371753033532,16,2;2;1,-4.586777646931114,0.0015618881694686524,0.34959663967710697,9.132979918163914
ciprofloxacin,classification_anchor,0.00016165371753033532,17,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,18,2;2;1,-4.586777646931114,0.0015618881694686524,0.34959663967710697,9.132979918163914
ciprofloxacin,classification_anchor,0.00016165371753033532,19,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,20,1;2;1,-4.823281689341097,0.001325160010904965,0.36472899455021507,8.857606412916073
ciprofloxacin,classification_anchor,0.00016165371753033532,21,1;3;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,22,1;3;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,23,2;2;1,-4.586777646931114,0.0015618881694686524,0.34959663967710697,9.132979918163914
ciprofloxacin,classification_anchor,0.00016165371753033532,24,3;2;3,-3.8521847810275753,0.0010465129063462009,0.4218601683255074,13.084715742994891
ciprofloxacin,classification_anchor,0.00016165371753033532,25,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,26,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,27,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,28,2;3;3,-3.852183612143603,0.0010464760534665064,0.4218557199946007,13.084715740276604
ciprofloxacin,classification_anchor,0.00016165371753033532,29,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,30,3;1;1,-4.5958344637610855,0.0013806530870528401,0.446349706172248,11.950068867389497
ciprofloxacin,classification_anchor,0.00016165371753033532,31,2;2;3,-4.079724940174913,0.0014335097698936587,0.3827717125001419,11.791949303278615
ciprofloxacin,classification_anchor,0.00016165371753033532,32,3;2;3,-3.8521847810275753,0.0010465129063462009,0.4218601683255074,13.084715742994891
ciprofloxacin,classification_anchor,0.00016165371753033532,33,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,34,3;2;3,-3.8521847810275753,0.0010465129063462009,0.4218601683255074,13.084715742994891
ciprofloxacin,classification_anchor,0.00016165371753033532,35,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,36,3;1;1,-4.5958344637610855,0.0013806530870528401,0.446349706172248,11.950068867389497
ciprofloxacin,classification_anchor,0.00016165371753033532,37,3;3;2,-3.8521739523105945,0.0010464090097968063,0.4218484488472886,13.084715739038144
ciprofloxacin,classification_anchor,0.00016165371753033532,38,3;3;2,-3.8521739523105945,0.0010464090097968063,0.4218484488472886,13.084715739038144
ciprofloxacin,classification_anchor,0.00016165371753033532,39,2;3;3,-3.852183612143603,0.0010464760534665064,0.4218557199946007,13.084715740276604
ciprofloxacin,classification_anchor,0.00016165371753033532,40,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,41,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,42,1;3;1,-4.595838671600961,0.0013806841536809632,0.4463527130683031,11.950068865558423
ciprofloxacin,classification_anchor,0.00016165371753033532,43,2;1;2,-4.586764777656449,0.0015618484980134543,0.3495934987808697,9.132979923745701
ciprofloxacin,classification_anchor,0.00016165371753033532,44,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,45,2;3;2,-4.0796953057212555,0.0014333798727534407,0.382762229343364,11.791949301724102
ciprofloxacin,classification_anchor,0.00016165371753033532,46,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,47,1;3;3,-4.100071792373197,0.0011814524810359126,0.4707979555412411,13.650599990212802
ciprofloxacin,classification_anchor,0.00016165371753033532,48,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,49,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,50,3;2;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032161
ciprofloxacin,classification_anchor,0.00016165371753033532,51,1;3;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,52,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,53,3;2;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032161
ciprofloxacin,classification_anchor,0.00016165371753033532,54,2;3;3,-3.852183612143603,0.0010464760534665064,0.4218557199946007,13.084715740276604
ciprofloxacin,classification_anchor,0.00016165371753033532,55,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,56,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,57,1;3;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,58,3;2;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032161
ciprofloxacin,classification_anchor,0.00016165371753033532,59,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,60,2;1;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,61,1;2;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,62,1;3;3,-4.100071792373197,0.0011814524810359126,0.4707979555412411,13.650599990212802
ciprofloxacin,classification_anchor,0.00016165371753033532,63,2;1;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,64,1;3;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,65,1;2;2,-4.586802880828285,0.0015619822503120393,0.34960224855977373,9.13297991275948
ciprofloxacin,classification_anchor,0.00016165371753033532,66,3;3;3,-3.681234317842408,0.0007474058565603699,0.4605018554554701,10.284114593157046
ciprofloxacin,classification_anchor,0.00016165371753033532,67,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,68,2;1;2,-4.586764777656449,0.0015618484980134543,0.3495934987808697,9.132979923745701
ciprofloxacin,classification_anchor,0.00016165371753033532,69,3;3;2,-3.8521739523105945,0.0010464090097968063,0.4218484488472886,13.084715739038144
ciprofloxacin,classification_anchor,0.00016165371753033532,70,3;2;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032161
ciprofloxacin,classification_anchor,0.00016165371753033532,71,3;1;1,-4.5958344637610855,0.0013806530870528401,0.446349706172248,11.950068867389497
ciprofloxacin,classification_anchor,0.00016165371753033532,72,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,73,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,74,3;3;2,-3.8521739523105945,0.0010464090097968063,0.4218484488472886,13.084715739038144
ciprofloxacin,classification_anchor,0.00016165371753033532,75,2;3;3,-3.852183612143603,0.0010464760534665064,0.4218557199946007,13.084715740276604
ciprofloxacin,classification_anchor,0.00016165371753033532,76,2;3;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,77,2;3;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,78,2;1;1,-4.823283143327629,0.001325284067077312,0.3647437650444951,8.857606407180116
ciprofloxacin,classification_anchor,0.00016165371753033532,79,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,80,3;2;3,-3.8521847810275753,0.0010465129063462009,0.4218601683255074,13.084715742994891
ciprofloxacin,classification_anchor,0.00016165371753033532,81,2;3;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,82,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,83,2;1;1,-4.823283143327629,0.001325284067077312,0.3647437650444951,8.857606407180116
ciprofloxacin,classification_anchor,0.00016165371753033532,84,2;3;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,85,1;2;2,-4.586802880828285,0.0015619822503120393,0.34960224855977373,9.13297991275948
ciprofloxacin,classification_anchor,0.00016165371753033532,86,2;1;2,-4.586764777656449,0.0015618484980134543,0.3495934987808697,9.132979923745701
ciprofloxacin,classification_anchor,0.00016165371753033532,87,1;3;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,88,2;2;3,-4.079724940174913,0.0014335097698936587,0.3827717125001419,11.791949303278615
ciprofloxacin,classification_anchor,0.00016165371753033532,89,3;3;3,-3.681234317842408,0.0007474058565603699,0.4605018554554701,10.284114593157046
ciprofloxacin,classification_anchor,0.00016165371753033532,90,2;3;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,91,1;2;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,92,2;1;1,-4.823283143327629,0.001325284067077312,0.3647437650444951,8.857606407180116
ciprofloxacin,classification_anchor,0.00016165371753033532,93,2;3;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,94,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,95,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,96,3;2;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032161
ciprofloxacin,classification_anchor,0.00016165371753033532,97,1;3;3,-4.100071792373197,0.0011814524810359126,0.4707979555412411,13.650599990212802
ciprofloxacin,classification_anchor,0.00016165371753033532,98,1;2;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,99,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,100,1;3;1,-4.595838671600961,0.0013806841536809632,0.4463527130683031,11.950068865558423
ciprofloxacin,classification_anchor,0.00016165371753033532,101,2;3;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,102,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,103,2;1;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,104,2;1;1,-4.823283143327629,0.001325284067077312,0.3647437650444951,8.857606407180116
ciprofloxacin,classification_anchor,0.00016165371753033532,105,3;2;2,-4.079717318409149,0.0014335484847087941,0.38277979490126485,11.791949305878525
ciprofloxacin,classification_anchor,0.00016165371753033532,106,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,107,2;1;1,-4.823283143327629,0.001325284067077312,0.3647437650444951,8.857606407180116
ciprofloxacin,classification_anchor,0.00016165371753033532,108,3;3;3,-3.681234317842408,0.0007474058565603699,0.4605018554554701,10.284114593157046
ciprofloxacin,classification_anchor,0.00016165371753033532,109,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,110,1;3;1,-4.595838671600961,0.0013806841536809632,0.4463527130683031,11.950068865558423
ciprofloxacin,classification_anchor,0.00016165371753033532,111,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,112,1;3;1,-4.595838671600961,0.0013806841536809632,0.4463527130683031,11.950068865558423
ciprofloxacin,classification_anchor,0.00016165371753033532,113,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,114,3;2;3,-3.8521847810275753,0.0010465129063462009,0.4218601683255074,13.084715742994891
ciprofloxacin,classification_anchor,0.00016165371753033532,115,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,116,2;1;1,-4.823283143327629,0.001325284067077312,0.3647437650444951,8.857606407180116
ciprofloxacin,classification_anchor,0.00016165371753033532,117,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,118,2;1;1,-4.823283143327629,0.001325284067077312,0.3647437650444951,8.857606407180116
ciprofloxacin,classification_anchor,0.00016165371753033532,119,3;3;2,-3.8521739523105945,0.0010464090097968063,0.4218484488472886,13.084715739038144
ciprofloxacin,classification_anchor,0.00016165371753033532,120,3;2;2,-4.079717318409149,0.0014335484847087941,0.38277979490126485,11.791949305878525
ciprofloxacin,classification_anchor,0.00016165371753033532,121,1;3;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,122,2;3;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,123,2;3;2,-4.0796953057212555,0.0014333798727534407,0.382762229343364,11.791949301724102
ciprofloxacin,classification_anchor,0.00016165371753033532,124,1;1;3,-4.595836944508299,0.001380611681020121,0.44634453075627806,11.950068869562683
ciprofloxacin,classification_anchor,0.00016165371753033532,125,2;2;1,-4.586777646931114,0.0015618881694686524,0.34959663967710697,9.132979918163914
ciprofloxacin,classification_anchor,0.00016165371753033532,126,1;1;3,-4.595836944508299,0.001380611681020121,0.44634453075627806,11.950068869562683
ciprofloxacin,classification_anchor,0.00016165371753033532,127,1;2;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,128,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,129,1;3;1,-4.595838671600961,0.0013806841536809632,0.4463527130683031,11.950068865558423
ciprofloxacin,classification_anchor,0.00016165371753033532,130,3;1;1,-4.5958344637610855,0.0013806530870528401,0.446349706172248,11.950068867389497
ciprofloxacin,classification_anchor,0.00016165371753033532,131,3;1;1,-4.5958344637610855,0.0013806530870528401,0.446349706172248,11.950068867389497
ciprofloxacin,classification_anchor,0.00016165371753033532,132,3;1;1,-4.5958344637610855,0.0013806530870528401,0.446349706172248,11.950068867389497
ciprofloxacin,classification_anchor,0.00016165371753033532,133,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,134,1;2;2,-4.586802880828285,0.0015619822503120393,0.34960224855977373,9.13297991275948
ciprofloxacin,classification_anchor,0.00016165371753033532,135,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,136,1;2;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,137,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,138,1;1;3,-4.595836944508299,0.001380611681020121,0.44634453075627806,11.950068869562683
ciprofloxacin,classification_anchor,0.00016165371753033532,139,2;1;1,-4.823283143327629,0.001325284067077312,0.3647437650444951,8.857606407180116
ciprofloxacin,classification_anchor,0.00016165371753033532,140,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,141,2;3;3,-3.852183612143603,0.0010464760534665064,0.4218557199946007,13.084715740276604
ciprofloxacin,classification_anchor,0.00016165371753033532,142,1;1;2,-4.823278412083578,0.0013252342040112827,0.3647379247881707,8.857606406323505
ciprofloxacin,classification_anchor,0.00016165371753033532,143,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,144,2;1;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,145,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,146,2;2;3,-4.079724940174913,0.0014335097698936587,0.3827717125001419,11.791949303278615
ciprofloxacin,classification_anchor,0.00016165371753033532,147,2;1;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,148,1;2;1,-4.823281689341097,0.001325160010904965,0.36472899455021507,8.857606412916073
ciprofloxacin,classification_anchor,0.00016165371753033532,149,3;3;3,-3.681234317842408,0.0007474058565603699,0.4605018554554701,10.284114593157046
ciprofloxacin,classification_anchor,0.00016165371753033532,150,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,151,2;1;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,152,1;2;3,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032165
ciprofloxacin,classification_anchor,0.00016165371753033532,153,1;1;3,-4.595836944508299,0.001380611681020121,0.44634453075627806,11.950068869562683
ciprofloxacin,classification_anchor,0.00016165371753033532,154,3;3;3,-3.681234317842408,0.0007474058565603699,0.4605018554554701,10.284114593157046
ciprofloxacin,classification_anchor,0.00016165371753033532,155,2;3;3,-3.852183612143603,0.0010464760534665064,0.4218557199946007,13.084715740276604
ciprofloxacin,classification_anchor,0.00016165371753033532,156,1;3;1,-4.595838671600961,0.0013806841536809632,0.4463527130683031,11.950068865558423
ciprofloxacin,classification_anchor,0.00016165371753033532,157,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,158,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,159,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,160,1;1;3,-4.595836944508299,0.001380611681020121,0.44634453075627806,11.950068869562683
ciprofloxacin,classification_anchor,0.00016165371753033532,161,2;2;2,-4.337424956864848,0.001722174794052234,0.32786893839842457,6.2953916266843954
ciprofloxacin,classification_anchor,0.00016165371753033532,162,1;3;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,163,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,164,2;2;3,-4.079724940174913,0.0014335097698936587,0.3827717125001419,11.791949303278615
ciprofloxacin,classification_anchor,0.00016165371753033532,165,2;3;3,-3.852183612143603,0.0010464760534665064,0.4218557199946007,13.084715740276604
ciprofloxacin,classification_anchor,0.00016165371753033532,166,1;2;2,-4.586802880828285,0.0015619822503120393,0.34960224855977373,9.13297991275948
ciprofloxacin,classification_anchor,0.00016165371753033532,167,1;1;3,-4.595836944508299,0.001380611681020121,0.44634453075627806,11.950068869562683
ciprofloxacin,classification_anchor,0.00016165371753033532,168,3;2;3,-3.8521847810275753,0.0010465129063462009,0.4218601683255074,13.084715742994891
ciprofloxacin,classification_anchor,0.00016165371753033532,169,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,170,1;3;1,-4.595838671600961,0.0013806841536809632,0.4463527130683031,11.950068865558423
ciprofloxacin,classification_anchor,0.00016165371753033532,171,1;1;2,-4.823278412083578,0.0013252342040112827,0.3647379247881707,8.857606406323505
ciprofloxacin,classification_anchor,0.00016165371753033532,172,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,173,2;2;1,-4.586777646931114,0.0015618881694686524,0.34959663967710697,9.132979918163914
ciprofloxacin,classification_anchor,0.00016165371753033532,174,1;2;2,-4.586802880828285,0.0015619822503120393,0.34960224855977373,9.13297991275948
ciprofloxacin,classification_anchor,0.00016165371753033532,175,1;1;1,-5.050791873825602,0.0010597677459321918,0.37579350091024194,5.4999029475377865
ciprofloxacin,classification_anchor,0.00016165371753033532,176,1;1;3,-4.595836944508299,0.001380611681020121,0.44634453075627806,11.950068869562683
ciprofloxacin,classification_anchor,0.00016165371753033532,177,3;3;3,-3.681234317842408,0.0007474058565603699,0.4605018554554701,10.284114593157046
ciprofloxacin,classification_anchor,0.00016165371753033532,178,3;2;2,-4.079717318409149,0.0014335484847087941,0.38277979490126485,11.791949305878525
ciprofloxacin,classification_anchor,0.00016165371753033532,179,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,180,1;3;1,-4.595838671600961,0.0013806841536809632,0.4463527130683031,11.950068865558423
ciprofloxacin,classification_anchor,0.00016165371753033532,181,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,182,3;3;2,-3.8521739523105945,0.0010464090097968063,0.4218484488472886,13.084715739038144
ciprofloxacin,classification_anchor,0.00016165371753033532,183,3;1;2,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,184,3;1;3,-4.100039065289656,0.001181301237854549,0.4707828514907501,13.65059998865337
ciprofloxacin,classification_anchor,0.00016165371753033532,185,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,186,1;3;1,-4.595838671600961,0.0013806841536809632,0.4463527130683031,11.950068865558423
ciprofloxacin,classification_anchor,0.00016165371753033532,187,1;3;3,-4.100071792373197,0.0011814524810359126,0.4707979555412411,13.650599990212802
ciprofloxacin,classification_anchor,0.00016165371753033532,188,1;3;3,-4.100071792373197,0.0011814524810359126,0.4707979555412411,13.650599990212802
ciprofloxacin,classification_anchor,0.00016165371753033532,189,2;2;3,-4.079724940174913,0.0014335097698936587,0.3827717125001419,11.791949303278615
ciprofloxacin,classification_anchor,0.00016165371753033532,190,3;1;1,-4.5958344637610855,0.0013806530870528401,0.446349706172248,11.950068867389497
ciprofloxacin,classification_anchor,0.00016165371753033532,191,2;3;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032163
ciprofloxacin,classification_anchor,0.00016165371753033532,192,2;3;2,-4.0796953057212555,0.0014333798727534407,0.382762229343364,11.791949301724102
ciprofloxacin,classification_anchor,0.00016165371753033532,193,3;2;1,-4.342954815596705,0.0014714572883707006,0.4199549062517607,13.462223866032161
ciprofloxacin,classification_anchor,0.00016165371753033532,194,3;3;1,-4.100068465888834,0.0011813991964821368,0.47079174593209533,13.650599989733536
ciprofloxacin,classification_anchor,0.00016165371753033532,195,3;2;2,-4.079717318409149,0.0014335484847087941,0.38277979490126485,11.791949305878525
ciprofloxacin,classification_anchor,0.00016165371753033532,196,2;1;1,-4.823283143327629,0.001325284067077312,0.3647437650444951,8.857606407180116
ciprofloxacin,classification_anchor,0.00016165371753033532,197,2;2;3,-4.079724940174913,0.0014335097698936587,0.3827717125001419,11.791949303278615
